# 26 error (25 ok)
# 56 

ROM loaded successfully!
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0xee
Current opcode: 0x4b0a
Current opcode: 0x91c0
Current opcode: 0x7101
Current opcode: 0x1350
Current opcode: 0x235e
Current opcode: 0x601b
Current opcode: 0x6b00
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0x7b01
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0x7b01
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0x1362
Current opcode: 0xd011
Current opcode: 0x3f00
Current opcode: 0xd011
Current opcode: 0x7001
Current opcode: 0x3025
Current opcode: 0xee
Current opcode: 0x4b0a
Current opcode: 0x91c0
Current opcode: 0xee
Current opcode: 0x121c
Current opcode: 0xc470
Current opcode: 0x4470
Current opcode: 0x121c
Current opcode: 0xc470
Current opcode: 0x4470
Current opcode: 0xc303
Current opcode: 0x601e
Current opcode: 0x6103
Current opcode: 0x225c
Current opcode: 0xa2c4
Current opcode: 0xf41e
Current opcode: 0x6600
Current opcode: 0x4301
Current opcode: 0x4302
Current opcode: 0x4303
Current opcode: 0xf61e
Current opcode: 0xee
Current opcode: 0xf515
Current opcode: 0xd014
Current opcode: 0x3f01
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0xd014
Current opcode: 0x7101
Current opcode: 0x122a
Current opcode: 0xf515
Current opcode: 0xd014
Current opcode: 0x3f01
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0xd014
Current opcode: 0x7101
Current opcode: 0x122a
Current opcode: 0xf515
Current opcode: 0xd014
Current opcode: 0x3f01
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0xd014
Current opcode: 0x7101
Current opcode: 0x122a
Current opcode: 0xf515
Current opcode: 0xd014
Current opcode: 0x3f01
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0xd014
Current opcode: 0x7101
Current opcode: 0x122a
Current opcode: 0xf515
Current opcode: 0xd014
Current opcode: 0x3f01
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0xd014
Current opcode: 0x7101
Current opcode: 0x122a
Current opcode: 0xf515
Current opcode: 0xd014
Current opcode: 0x3f01
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1
Current opcode: 0xe9a1
Current opcode: 0xe29e
Current opcode: 0x1250
Current opcode: 0xf607
Current opcode: 0x3600
Current opcode: 0x123c
Current opcode: 0xe7a1
Current opcode: 0xe8a1

Interrupt signal (2) received.
Destroying SDL window...
Destroying SDL renderer...
Quiting SDL...
Deleting graphics...
Graphics deleted completely.
